The rightmost column contains computed values for __C
X	NoNoise	Noisy
328.500000	670.253437	708.014521	193.254053
329.000000	670.821494	744.205521	193.574480
329.500000	670.425991	695.077643	193.604742
330.000000	669.065121	790.774815	193.344296
330.500000	666.738477	502.263733	192.793017
331.000000	663.447060	683.076011	191.951208
331.500000	659.193294	695.544884	190.819599
332.000000	653.981028	595.375057	189.399349
332.500000	647.815545	569.782429	187.692048
333.000000	640.703561	649.953801	185.699720
333.500000	632.653232	705.300265	183.424819
334.000000	623.674147	637.256974	180.870234
334.500000	613.777323	469.835711	178.039283
335.000000	602.975209	636.851774	174.935714
335.500000	591.281666	560.884543	171.563702
336.000000	578.711963	597.606345	167.927844
336.500000	565.282766	828.615632	164.033159
337.000000	551.012117	518.783781	159.885081
337.500000	535.919420	840.139235	155.489452
338.000000	520.025424	551.346474	150.852522
338.500000	503.352197	533.592876	145.980934
339.000000	485.923101	554.495825	140.881726
339.500000	467.762771	444.392776	135.562315
340.000000	448.897081	405.674826	130.030493
340.500000	429.353116	538.078269	124.294416
341.000000	409.159134	443.950537	118.362594
341.500000	388.344539	533.115252	112.243882
342.000000	366.939836	496.259714	105.947465
342.500000	344.976593	312.019524	99.482850
343.000000	322.487400	308.754033	92.859852
343.500000	299.505827	300.568721	86.088579
344.000000	276.066371	247.541813	79.179419
344.500000	252.204418	409.132797	72.143030
345.000000	227.956185	263.377536	64.990317
345.500000	203.358672	242.477539	57.732422
346.000000	178.449608	181.262291	50.380707
346.500000	153.267396	290.668203	42.946737
347.000000	127.851056	38.984602	35.442262
347.500000	102.240167	26.809338	27.879201
348.000000	76.474805	229.567130	20.269622
348.500000	50.595486	-95.737309	12.625726
349.000000	24.643098	-19.084129	4.959826
349.500000	-1.341156	-93.160625	-2.715670
350.000000	-27.315829	-63.791483	-10.388281
350.500000	-53.239295	172.975858	-18.045471
351.000000	-79.069811	-261.562441	-25.674670
351.500000	-104.765591	-72.912429	-33.263295
352.000000	-130.284870	-100.616299	-40.798769
352.500000	-155.585977	-72.631550	-48.268543
353.000000	-180.627399	-35.028067	-55.660116
353.500000	-205.367858	-99.871464	-62.961058
354.000000	-229.766374	-211.311587	-70.159027
354.500000	-253.782342	-342.395004	-77.241796
355.000000	-277.375596	-257.467418	-84.197270
355.500000	-300.506485	-248.487121	-91.013507
356.000000	-323.135940	-71.332239	-97.678744
356.500000	-345.225545	-198.178982	-104.181411
357.000000	-366.737606	-332.875578	-110.510158
357.500000	-387.635218	-500.243244	-116.653870
358.000000	-407.882336	-421.888940	-122.601693
358.500000	-427.443841	-411.658021	-128.343052
359.000000	-446.285605	-455.773618	-133.867669
359.500000	-464.374560	-532.988011	-139.165586
360.000000	-481.678755	-386.914275	-144.227182
360.500000	-498.167426	-379.967392	-149.043192
361.000000	-513.811052	-511.737299	-153.604727
361.500000	-528.581418	-342.972560	-157.903289
362.000000	-542.451667	-523.421338	-161.930792
362.500000	-555.396365	-484.573153	-165.679575
363.000000	-567.391546	-700.740966	-169.142422
363.500000	-578.414769	-480.885468	-172.312576
364.000000	-588.445164	-633.017893	-175.183750
364.500000	-597.463485	-444.064993	-177.750150
365.000000	-605.452147	-523.763665	-180.006481
365.500000	-612.395276	-498.917783	-181.947960
366.000000	-618.278741	-872.400151	-183.570335
366.500000	-623.090199	-484.149297	-184.869886
367.000000	-626.819122	-633.528499	-185.843445
367.500000	-629.456830	-744.023246	-186.488397
368.000000	-630.996522	-616.611337	-186.802694
368.500000	-631.433298	-772.689449	-186.784860
369.000000	-630.764179	-588.177533	-186.433999
369.500000	-628.988131	-786.276204	-185.749799
370.000000	-626.106073	-536.608940	-184.732537
370.500000	-622.120895	-612.499659	-183.383083
371.000000	-617.037460	-646.705047	-181.702901
371.500000	-610.862614	-702.738087	-179.694054
372.000000	-603.605184	-599.845325	-177.359198
372.500000	-595.275975	-501.451864	-174.701589
373.000000	-585.887765	-590.824869	-171.725074
373.500000	-575.455294	-336.801188	-168.434092
374.000000	-563.995251	-690.706766	-164.833668
374.500000	-551.526256	-414.653817	-160.929409
375.000000	-538.068837	-622.593927	-156.727499
375.500000	-523.645410	-499.699869	-152.234686
376.000000	-508.280245	-607.973614	-147.458279
376.500000	-491.999435	-423.035124	-142.406137
377.000000	-474.830861	-205.813738	-137.086654
377.500000	-456.804153	-410.894685	-131.508755
378.000000	-437.950641	-345.221728	-125.681873
378.500000	-418.303316	-410.325389	-119.615943
379.000000	-397.896774	-280.909098	-113.321384
379.500000	-376.767160	-277.350618	-106.809080
380.000000	-354.952118	-403.894990	-100.090367
380.500000	-332.490722	-457.380036	-93.177012
381.000000	-309.423417	-237.495985	-86.081194
381.500000	-285.791950	-397.145904	-78.815486
382.000000	-261.639299	-367.720008	-71.392829
382.500000	-237.009599	-418.164517	-63.826514
383.000000	-211.948069	-183.094563	-56.130159
383.500000	-186.500929	-293.439375	-48.317681
384.000000	-160.715320	-257.060251	-40.403278
384.500000	-134.639220	-166.720328	-32.401396
385.000000	-108.321358	-72.543965	-24.326711
385.500000	-81.811122	-65.987241	-16.194095
386.000000	-55.158475	-329.163002	-8.018592
386.500000	-28.413853	98.562914	0.184607
387.000000	-1.628078	-183.032731	8.400199
387.500000	25.147740	40.821983	16.612792
388.000000	51.862302	-8.429207	24.806939
388.500000	78.464217	-116.988127	32.967164
389.000000	104.902103	96.484507	41.077993
389.500000	131.124687	164.490106	49.123987
390.000000	157.080905	44.743959	57.089767
390.500000	182.720003	86.585456	64.960050
391.000000	207.991643	150.492081	72.719678
391.500000	232.846001	277.450412	80.353646
392.000000	257.233870	237.458823	87.847136
392.500000	281.106761	249.202940	95.185546
393.000000	304.417004	488.070091	102.354522
393.500000	327.117847	598.692903	109.339983
394.000000	349.163557	483.521223	116.128159
394.500000	370.509518	420.525885	122.705614
395.000000	391.112322	351.554417	129.059275
395.500000	410.929870	230.079905	135.176466
396.000000	429.921464	447.742984	141.044929
396.500000	448.047891	504.675918	146.652858
397.000000	465.271522	394.399447	151.988920
397.500000	481.556388	363.220742	157.042284
398.000000	496.868271	431.055059	161.802646
398.500000	511.174779	537.799831	166.260250
399.000000	524.445424	461.418523	170.405916
399.500000	536.651701	459.583628	174.231059
400.000000	547.767150	319.703205	177.727713
400.500000	557.767432	501.261085	180.888546
401.000000	566.630384	696.522209	183.706886
401.500000	574.336082	378.946868	186.176732
402.000000	580.866896	623.274561	188.292775
402.500000	586.207539	609.105058	190.050412
403.000000	590.345112	699.169037	191.445758
403.500000	593.269150	601.575275	192.475662
404.000000	594.971652	781.069762	193.137715
404.500000	595.447116	662.706147	193.430259
405.000000	594.692567	525.318511	193.352399
405.500000	592.707575	521.526029	192.904005
406.000000	589.494275	481.559569	192.085720
406.500000	585.057374	444.802937	190.898962
407.000000	579.404159	671.384720	189.345925
407.500000	572.544495	642.141200	187.429580
408.000000	564.490824	368.177176	185.153673
408.500000	555.258146	393.239824	182.522722
409.000000	544.864013	404.994435	179.542011
409.500000	533.328496	587.500151	176.217587
410.000000	520.674163	437.744311	172.556243
410.500000	506.926046	391.376054	168.565519
411.000000	492.111599	532.308191	164.253683
411.500000	476.260654	370.562744	159.629716
412.000000	459.405373	492.637537	154.703306
412.500000	441.580189	153.559754	149.484820
413.000000	422.821746	185.873818	143.985294
413.500000	403.168835	376.644951	138.216409
414.000000	382.662318	280.268404	132.190471
414.500000	361.345055	268.102023	125.920386
415.000000	339.261820	422.623637	119.419637
415.500000	316.459213	210.524378	112.702258
416.000000	292.985573	408.160577	105.782804
416.500000	268.890877	571.316752	98.676327
417.000000	244.226643	67.578355	91.398340
417.500000	219.045825	75.463962	83.964790
418.000000	193.402700	-106.298232	76.392021
418.500000	167.352763	266.124054	68.696745
419.000000	140.952604	281.754332	60.896004
419.500000	114.259792	-22.878707	53.007135
420.000000	87.332753	-71.749941	45.047730
420.500000	60.230640	165.152466	37.035603
421.000000	33.013211	-3.573101	28.988751
421.500000	5.740694	-47.204264	20.925310
422.000000	-21.526344	154.651899	12.863518
422.500000	-48.727132	-295.087453	4.821677
423.000000	-75.800830	-22.270304	-3.181893
423.500000	-102.686666	-194.411341	-11.128890
424.000000	-129.324077	-99.320018	-19.001076
424.500000	-155.652843	-278.669674	-26.780318
425.000000	-181.613229	-200.187156	-34.448626
425.500000	-207.146123	-50.597085	-41.988200
426.000000	-232.193176	-173.240279	-49.381469
426.500000	-256.696936	-153.967670	-56.611131
427.000000	-280.600990	-201.201679	-63.660198
427.500000	-303.850095	-304.481936	-70.512036
428.000000	-326.390313	-369.243082	-77.150400
428.500000	-348.169144	-163.291246	-83.559481
429.000000	-369.135656	-277.732559	-89.723941
429.500000	-389.240608	-477.430578	-95.628953
430.000000	-408.436577	-489.673529	-101.260235
430.500000	-426.678077	-619.242156	-106.604089
431.000000	-443.921678	-572.859309	-111.647438
431.500000	-460.126114	-402.045934	-116.377854
432.000000	-475.252398	-639.010710	-120.783597
432.500000	-489.263919	-343.840932	-124.853642
433.000000	-502.126548	-581.898004	-128.577711
433.500000	-513.808726	-654.142711	-131.946301
434.000000	-524.281557	-525.152825	-134.950710
434.500000	-533.518889	-689.753160	-137.583063
435.000000	-541.497390	-433.452377	-139.836333
435.500000	-548.196619	-625.158194	-141.704366
436.000000	-553.599096	-797.162747	-143.181896
436.500000	-557.690349	-606.519742	-144.264566
437.000000	-560.458974	-593.357929	-144.948942
437.500000	-561.896677	-590.930712	-145.232526
438.000000	-561.998306	-1044.814832	-145.113767
438.500000	-560.761888	-530.884354	-144.592070
439.000000	-558.188644	-557.687525	-143.667804
439.500000	-554.283006	-651.432975	-142.342302
440.000000	-549.052625	-578.776642	-140.617869
440.500000	-542.508369	-113.679666	-138.497778
441.000000	-534.664310	-346.313834	-135.986266
441.500000	-525.537714	-595.773683	-133.088533
442.000000	-515.149009	-441.576240	-129.810731
442.500000	-503.521758	-461.803013	-126.159954
443.000000	-490.682612	-442.181776	-122.144229
443.500000	-476.661267	-499.455043	-117.772498
444.000000	-461.490402	-563.178851	-113.054603
444.500000	-445.205620	-439.193455	-108.001264
445.000000	-427.845368	-549.718643	-102.624061
445.500000	-409.450866	-200.433157	-96.935404
446.000000	-390.066013	-374.451930	-90.948515
446.500000	-369.737293	-485.778984	-84.677391
447.000000	-348.513677	-92.851487	-78.136779
447.500000	-326.446508	-430.041851	-71.342141
448.000000	-303.589392	-241.261530	-64.309620
448.500000	-279.998071	-226.810415	-57.056001
449.000000	-255.730296	-209.135430	-49.598675
449.500000	-230.845690	-161.705627	-41.955599
450.000000	-205.405615	-201.160692	-34.145249
450.500000	-179.473018	-48.615458	-26.186581
451.000000	-153.112284	-204.489548	-18.098986
451.500000	-126.389082	-62.052576	-9.902237
452.000000	-99.370201	-269.443713	-1.616448
452.500000	-72.123392	2.186296	6.737979
453.000000	-44.717194	26.865937	15.140405
453.500000	-17.220768	69.235154	23.570001
454.000000	10.296279	48.285096	32.005807
454.500000	37.764068	-186.075342	40.426780
455.000000	65.112627	89.603861	48.811848
455.500000	92.272071	185.440172	57.139966
456.000000	119.172783	214.753450	65.390170
456.500000	145.745589	137.887125	73.541629
457.000000	171.921950	243.188892	81.573702
457.500000	197.634130	209.729851	89.465993
458.000000	222.815387	319.665323	97.198403
458.500000	247.400145	704.931557	104.751184
459.000000	271.324173	499.430935	112.104994
459.500000	294.524759	311.950883	119.240948
460.000000	316.940882	209.771276	126.140669
460.500000	338.513378	176.537875	132.786342
461.000000	359.185111	558.936885	139.160760
461.500000	378.901124	381.353517	145.247375
462.000000	397.608803	324.346645	151.030341
462.500000	415.258025	461.083800	156.494565
463.000000	431.801301	391.420442	161.625746
463.500000	447.193916	651.924960	166.410419
464.000000	461.394064	564.921531	170.835994
464.500000	474.362971	490.529589	174.890795
465.000000	486.065013	512.679677	178.564094
465.500000	496.467828	526.623105	181.846146
466.000000	505.542420	571.411684	184.728218
466.500000	513.263250	583.192306	187.202621
467.000000	519.608325	471.299350	189.262731
467.500000	524.559272	568.690044	190.903016
468.000000	528.101405	669.043426	192.119052
468.500000	530.223787	253.816678	192.907547
469.000000	530.919272	419.891194	193.266348
469.500000	530.184547	689.952581	193.194457
470.000000	528.020159	738.120491	192.692040
470.500000	524.430530	622.982676	191.760428
471.000000	519.423966	279.229562	190.402123
471.500000	513.012654	295.640365	188.620793
472.000000	505.212643	413.803070	186.421273
472.500000	496.043822	497.767924	183.809552
473.000000	485.529886	445.663381	180.792765
473.500000	473.698284	663.759769	177.379177
474.000000	460.580163	129.638999	173.578169
474.500000	446.210301	887.455882	169.400214
475.000000	430.627028	575.790288	164.856854
475.500000	413.872135	114.794560	159.960674
476.000000	395.990776	562.483605	154.725272
476.500000	377.031355	603.439810	149.165224
477.000000	357.045413	278.027315	143.296051
477.500000	336.087492	359.041953	137.134177
478.000000	314.214998	194.478657	130.696891
478.500000	291.488058	24.021453	124.002298
479.000000	267.969358	569.581211	117.069275
479.500000	243.723982	225.001913	109.917422
480.000000	218.819237	9.983258	102.567008
480.500000	193.324478	281.282750	95.038918
481.000000	167.310913	-114.847646	87.354595
481.500000	140.851420	215.489127	79.535987
482.000000	114.020339	221.796633	71.605479
482.500000	86.893271	234.524679	63.585837
483.000000	59.546868	-42.997472	55.500146
483.500000	32.058617	181.606266	47.371739
484.000000	4.506626	274.192618	39.224137
484.500000	-23.030603	280.118072	31.080980
485.000000	-50.474393	279.602772	22.965962
485.500000	-77.746119	156.557866	14.902759
486.000000	-104.767437	69.549639	6.914963
486.500000	-131.460509	-562.022253	-0.973985
487.000000	-157.748233	-197.012444	-8.740868
487.500000	-183.554468	-155.434304	-16.362755
488.000000	-208.804262	-402.957444	-23.817077
488.500000	-233.424071	-344.910072	-31.081686
489.000000	-257.341987	-210.724516	-38.134928
489.500000	-280.487951	-127.843788	-44.955705
490.000000	-302.793964	-457.321230	-51.523541
490.500000	-324.194304	-143.479193	-57.818644
491.000000	-344.625720	-226.563100	-63.821966
491.500000	-364.027637	-85.366643	-69.515267
492.000000	-382.342341	-460.216907	-74.881166
492.500000	-399.515167	-235.253665	-79.903202
493.000000	-415.494671	-582.602341	-84.565882
493.500000	-430.232799	-497.812418	-88.854737
494.000000	-443.685044	-620.514216	-92.756362
494.500000	-455.810595	-364.944690	-96.258469
495.000000	-466.572473	-564.882397	-99.349921
495.500000	-475.937662	-682.337388	-102.020776
496.000000	-483.877225	-368.745526	-104.262321
496.500000	-490.366403	-347.102878	-106.067099
497.000000	-495.384718	-312.121206	-107.428943
497.500000	-498.916043	-739.829454	-108.342997
498.000000	-500.948677	-579.585517	-108.805738
498.500000	-501.475398	-618.550427	-108.814990
499.000000	-500.493504	-476.478362	-108.369941
499.500000	-498.004839	-463.625360	-107.471144
500.000000	-494.015812	-432.462304	-106.120531
500.500000	-488.537394	-561.444479	-104.321405
501.000000	-481.585106	-461.416608	-102.078439
501.500000	-473.178990	-777.400037	-99.397670
502.000000	-463.343568	-274.445340	-96.286483
502.500000	-452.107789	-225.117073	-92.753593
503.000000	-439.504955	-322.980604	-88.809031
503.500000	-425.572639	-49.258736	-84.464111
504.000000	-410.352592	-515.131167	-79.731405
504.500000	-393.890624	-216.204695	-74.624708
505.000000	-376.236486	-636.182946	-69.159004
505.500000	-357.443734	-437.669646	-63.350419
506.000000	-337.569572	-252.910384	-57.216180
506.500000	-316.674697	-459.070319	-50.774565
507.000000	-294.823124	-292.557651	-44.044851
507.500000	-272.081995	-226.912896	-37.047258
508.000000	-248.521390	-179.559409	-29.802889
508.500000	-224.214115	-669.575418	-22.333669
509.000000	-199.235488	-211.712307	-14.662279
509.500000	-173.663113	39.032235	-6.812088
510.000000	-147.576642	-220.080410	1.192917
510.500000	-121.057538	-272.534297	9.328204
511.000000	-94.188822	36.246280	17.568772
511.500000	-67.054818	-68.317295	25.889229
512.000000	-39.740892	-210.364201	34.263868
512.500000	-12.333183	45.119843	42.666748
513.000000	15.081665	356.070180	51.071779
513.500000	42.416778	-267.911790	59.452797
514.000000	69.585328	32.739639	67.783658
514.500000	96.500811	343.181685	76.038310
515.000000	123.077324	-211.663657	84.190885
515.500000	149.229846	91.575060	92.215780
516.000000	174.874512	185.975498	100.087740
516.500000	199.928887	474.813372	107.781941
517.000000	224.312241	559.434566	115.274071
517.500000	247.945816	186.495656	122.540414
518.000000	270.753085	60.943927	129.557925
518.500000	292.660015	23.459561	136.304309
519.000000	313.595314	471.536847	142.758097
519.500000	333.490673	747.685047	148.898719
520.000000	352.281005	277.930672	154.706576
520.500000	369.904666	728.007298	160.163102
521.000000	386.303673	339.604082	165.250838
521.500000	401.423911	712.868740	169.953488
522.000000	415.215319	297.697879	174.255976
522.500000	427.632079	408.159697	178.144504
523.000000	438.632779	787.723040	181.606602
523.500000	448.180569	366.828999	184.631173
524.000000	456.243299	378.621407	187.208535
524.500000	462.793650	596.074110	189.330461
525.000000	467.809235	262.379671	190.990211
525.500000	471.272702	529.771033	192.182558
526.000000	473.171805	-52.587152	192.903814
526.500000	473.499469	617.057990	193.151850
527.000000	472.253833	623.310707	192.926105
527.500000	469.438276	670.435754	192.227596
528.000000	465.061430	458.297055	191.058923
528.500000	459.137164	698.029828	189.424262
529.000000	451.684569	101.735822	187.329362
529.500000	442.727904	539.747134	184.781529
530.000000	432.296540	189.719027	181.789607
530.500000	420.424882	-131.127217	178.363957
531.000000	407.152266	277.233030	174.516425
531.500000	392.522853	487.598529	170.260309
532.000000	376.585489	266.089741	165.610319
532.500000	359.393568	176.635211	160.582533
533.000000	341.004855	315.162190	155.194347
533.500000	321.481316	128.180255	149.464421
534.000000	300.888920	-54.963817	143.412621
534.500000	279.297423	23.020372	137.059954
535.000000	256.780152	521.183016	130.428500
535.500000	233.413759	387.386134	123.541343
536.000000	209.277976	-119.022135	116.422493
536.500000	184.455348	-221.681055	109.096807
537.000000	159.030958	196.936330	101.589908
537.500000	133.092148	160.466168	93.928097
538.000000	106.728218	124.263526	86.138266
538.500000	80.030129	125.293187	78.247807
539.000000	53.090189	238.397017	70.284517
539.500000	26.001738	68.636368	62.276505
540.000000	-1.141172	-586.887468	54.252093
540.500000	-28.244104	-49.552708	46.239720
541.000000	-55.212569	370.733428	38.267841
541.500000	-81.952349	-570.212466	30.364827
542.000000	-108.369838	-92.546435	22.558867
542.500000	-134.372366	27.491678	14.877868
543.000000	-159.868534	6.883909	7.349354
543.500000	-184.768539	-105.492693	0.000367
544.000000	-208.984498	77.879096	-7.142627
544.500000	-232.430767	152.812247	-14.053838
545.000000	-255.024252	57.522013	-20.708243
545.500000	-276.684716	-741.524290	-27.081679
546.000000	-297.335072	-388.132626	-33.150933
546.500000	-316.901670	-630.351758	-38.893825
547.000000	-335.314576	-418.903227	-44.289297
547.500000	-352.507831	-667.686948	-49.317484
548.000000	-368.419706	-397.740051	-53.959799
548.500000	-382.992937	-450.916771	-58.198997
549.000000	-396.174948	242.602635	-62.019244
549.500000	-407.918054	-386.965134	-65.406182
550.000000	-418.179657	-567.313889	-68.346982
550.500000	-426.922414	-1055.107286	-70.830399
551.000000	-434.114391	-220.122173	-72.846817
551.500000	-439.729200	-222.655009	-74.388288
552.000000	-443.746115	-638.516928	-75.448572
552.500000	-446.150165	-493.355087	-76.023161
553.000000	-446.932214	-161.879145	-76.109302
553.500000	-446.089010	-462.144847	-75.706018
554.000000	-443.623220	-697.668011	-74.814110
554.500000	-439.543444	-639.371891	-73.436168
555.000000	-433.864200	-722.584787	-71.576566
555.500000	-426.605894	-562.265650	-69.241447
556.000000	-417.794766	-484.457152	-66.438713
556.500000	-407.462815	-800.913072	-63.178001
557.000000	-395.647697	-323.768011	-59.470650
557.500000	-382.392611	-580.973016	-55.329670
558.000000	-367.746154	-666.691330	-50.769694
558.500000	-351.762163	-288.603021	-45.806935
559.000000	-334.499532	-807.954030	-40.459129
559.500000	-316.022009	-276.326782	-34.745471
560.000000	-296.397979	-702.167925	-28.686557
560.500000	-275.700220	-449.418955	-22.304301
561.000000	-254.005652	-258.993362	-15.621867
561.500000	-231.395056	-115.541241	-8.663583
562.000000	-207.952791	259.823488	-1.454850
562.500000	-183.766486	-294.231685	5.977941
563.000000	-158.926721	-202.441971	13.607515
563.500000	-133.526697	-432.281036	21.405804
564.000000	-107.661894	41.472278	29.344056
564.500000	-81.429713	-93.388721	37.392939
565.000000	-54.929119	-161.725963	45.522652
565.500000	-28.260270	-64.590313	53.703033
566.000000	-1.524137	-144.438192	61.903676
566.500000	25.177876	-54.091643	70.094044
567.000000	51.744316	-87.591350	78.243586
567.500000	78.074069	35.714443	86.321852
568.000000	104.066747	-120.442428	94.298612
568.500000	129.623078	573.481927	102.143971
569.000000	154.645288	-2.212776	109.828485
569.500000	179.037482	289.327373	117.323278
570.000000	202.706022	251.472061	124.600150
570.500000	225.559890	494.981644	131.631694
571.000000	247.511056	202.264671	138.391399
571.500000	268.474822	323.431784	144.853760
572.000000	288.370165	586.660447	150.994377
572.500000	307.120060	-123.064722	156.790056
573.000000	324.651796	506.640186	162.218901
573.500000	340.897272	36.154161	167.260403
574.000000	355.793279	217.885705	171.895528
574.500000	369.281759	677.089510	176.106792
575.000000	381.310053	950.840156	179.878338
575.500000	391.831123	76.035412	183.196001
576.000000	400.803756	445.568700	186.047370
576.500000	408.192744	834.160335	188.421843
577.000000	413.969040	861.212691	190.310672
577.500000	418.109899	740.041558	191.707007
578.000000	420.598980	783.336134	192.605929
578.500000	421.426438	292.087866	193.004472
579.000000	420.588978	666.222708	192.901644
579.500000	418.089894	206.280144	192.298437
580.000000	413.939075	305.327361	191.197830
580.500000	408.152986	647.768405	189.604779
581.000000	400.754624	316.789226	187.526211
581.500000	391.773447	951.998357	184.970996
582.000000	381.245275	56.152425	181.949922
582.500000	369.212171	778.323375	178.475655
583.000000	355.722286	386.629428	174.562694
583.500000	340.829690	512.515232	170.227324
584.000000	324.594168	426.176957	165.487546
584.500000	307.081001	620.793008	160.363021
585.000000	288.360719	285.633544	154.874987
585.500000	268.508829	78.086241	149.046182
586.000000	247.605529	684.659818	142.900757
586.500000	225.735394	133.463989	136.464181
587.000000	202.987047	88.376282	129.763141
587.500000	179.452810	86.592600	122.825440
588.000000	155.228343	158.430899	115.679883
588.500000	130.412258	-316.445784	108.356168
589.000000	105.105729	8.844494	100.884761
589.500000	79.412085	75.118441	93.296779
590.000000	53.436392	189.389524	85.623861
590.500000	27.285024	-258.626409	77.898041
591.000000	1.065238	-245.236920	70.151618
591.500000	-25.115276	-189.008032	62.417020
592.000000	-51.148830	-28.644903	54.726678
592.500000	-76.928188	-398.870903	47.112885
593.000000	-102.347006	-43.807193	39.607663
593.500000	-127.300282	-563.388825	32.242634
594.000000	-151.684792	-608.945664	25.048883
594.500000	-175.399524	174.713490	18.056828
595.000000	-198.346107	37.454465	11.296091
595.500000	-220.429230	2.200619	4.795376
596.000000	-241.557046	300.501595	-1.417659
596.500000	-261.641571	-114.886315	-7.316519
597.000000	-280.599058	-412.186464	-12.875985
597.500000	-298.350369	-127.332759	-18.072225
598.000000	-314.821313	-611.621355	-22.882897
598.500000	-329.942979	-600.141370	-27.287249
599.000000	-343.652038	-301.849514	-31.266211
599.500000	-355.891029	-134.995749	-34.802479
600.000000	-366.608619	59.661455	-37.880594
600.500000	-375.759836	-829.813715	-40.487015
601.000000	-383.306281	-859.298286	-42.610176
601.500000	-389.216307	-535.057437	-44.240549
602.000000	-393.465178	-21.986338	-45.370684
602.500000	-396.035187	-526.588874	-45.995249
603.000000	-396.915761	-482.652279	-46.111060
603.500000	-396.103516	162.882892	-45.717098
604.000000	-393.602301	143.949819	-44.814523
604.500000	-389.423198	-419.924964	-43.406670
605.000000	-383.584493	-431.511544	-41.499048
605.500000	-376.111623	-521.870654	-39.099315
606.000000	-367.037082	-393.893940	-36.217258
606.500000	-356.400302	-198.342327	-32.864750
607.000000	-344.247502	-378.263420	-29.055710
607.500000	-330.631510	-624.246827	-24.806047
608.000000	-315.611547	-312.657420	-20.133594
608.500000	-299.252992	-903.552473	-15.058040
609.000000	-281.627113	-122.089822	-9.600845
609.500000	-262.810773	319.074935	-3.785157
610.000000	-242.886112	-322.714872	2.364289
610.500000	-221.940201	-133.868024	8.821273
611.000000	-200.064676	-3.944488	15.558200
611.500000	-177.355347	-342.283890	22.546217
612.000000	-153.911794	-954.163689	29.755337
612.500000	-129.836933	-513.200866	37.154569
613.000000	-105.236578	-53.569742	44.712046
613.500000	-80.218981	293.774615	52.395172
614.000000	-54.894359	-43.267609	60.170755
614.500000	-29.374414	-475.900189	68.005156
615.000000	-3.771843	69.882637	75.864440
615.500000	21.800162	-203.274660	83.714519
616.000000	47.228408	-50.862885	91.521307
616.500000	72.400214	-188.208514	99.250871
617.000000	97.203907	193.535930	106.869581
617.500000	121.529325	730.334205	114.344265
618.000000	145.268312	-607.096729	121.642352
618.500000	168.315209	173.636276	128.732024
619.000000	190.567331	282.654220	135.582358
619.500000	211.925440	650.472431	142.163471
620.000000	232.294192	316.969920	148.446650
620.500000	251.582585	345.666173	154.404492
621.000000	269.704376	-15.505922	160.011024
621.500000	286.578480	750.561276	165.241831
622.000000	302.129356	965.951891	170.074162
622.500000	316.287357	-439.393342	174.487045
623.000000	328.989065	-469.928492	178.461382
623.500000	340.177594	-32.002303	181.980042
624.000000	349.802862	862.985876	185.027945
624.500000	357.821843	824.542477	187.592132
625.000000	364.198775	779.660152	189.661836
625.500000	368.905343	231.960728	191.228528
626.000000	371.920830	276.575511	192.285971
626.500000	373.232229	853.592297	192.830247
627.000000	372.834320	206.361919	192.859785
627.500000	370.729720	310.467854	192.375373
628.000000	366.928882	502.471831	191.380158
628.500000	361.450072	433.725002	189.879641
629.000000	354.319305	564.358413	187.881656
629.500000	345.570237	-3.695143	185.396338
630.000000	335.244037	577.355553	182.436085
630.500000	323.389209	200.443057	179.015504
631.000000	310.061385	17.898374	175.151346
631.500000	295.323087	-255.360049	170.862441
632.000000	279.243451	785.382527	166.169607
632.500000	261.897919	-56.920256	161.095563
633.000000	243.367907	-78.346449	155.664826
633.500000	223.740432	-349.892004	149.903601
634.000000	203.107725	459.517741	143.839662
634.500000	181.566806	420.626203	137.502226
635.000000	159.219044	93.290377	130.921818
635.500000	136.169686	83.605416	124.130132
636.000000	112.527375	-240.397617	117.159885
636.500000	88.403644	0.704218	110.044665
637.000000	63.912395	-213.585634	102.818770
637.500000	39.169368	232.688285	95.517055
638.000000	14.291594	518.628745	88.174763
638.500000	-10.603152	28.758325	80.827360
639.000000	-35.396915	8.889615	73.510367
639.500000	-59.972114	-335.257199	66.259192
640.000000	-84.212108	103.963405	59.108960
640.500000	-108.001755	35.865742	52.094344
641.000000	-131.227961	41.628116	45.249403
641.500000	-153.780229	-809.588770	38.607410
642.000000	-175.551195	16.967585	32.200698
642.500000	-196.437147	222.048601	26.060497
643.000000	-216.338536	287.215635	20.216786
643.500000	-235.160461	-268.080267	14.698143
644.000000	-252.813139	-102.386928	9.531606
644.500000	-269.212347	2.445326	4.742536
645.000000	-284.279845	-621.922220	0.354496
645.500000	-297.943766	85.925836	-3.610873
646.000000	-310.138981	-1065.450069	-7.133958
646.500000	-320.807424	-1340.301061	-10.197274
647.000000	-329.898396	-849.902992	-12.785552
647.500000	-337.368827	-709.626757	-14.885823
648.000000	-343.183501	299.656930	-16.487481
648.500000	-347.315244	72.358744	-17.582345
649.000000	-349.745079	191.667603	-18.164698
649.500000	-350.462331	-467.449253	-18.231327
650.000000	-349.464702	-380.459760	-17.781539
650.500000	-346.758299	-283.091214	-16.817173
651.000000	-342.357620	155.082257	-15.342595
651.500000	-336.285502	-280.207339	-13.364683
652.000000	-328.573029	-571.534949	-10.892797
652.500000	-319.259391	-357.882212	-7.938738
653.000000	-308.391710	-878.635025	-4.516697
653.500000	-296.024826	-946.315988	-0.643188
654.000000	-282.221034	-55.035061	3.663028
