X	NoNoise	Noisy
446.5	-369.7372931	-485.7789841
447	-348.5136766	-92.85148699
447.5	-326.4465082	-430.0418512
448	-303.5893925	-241.2615304
448.5	-279.9980713	-226.810415
449	-255.7302955	-209.1354298
449.5	-230.8456904	-161.7056268
450	-205.4056151	-201.1606915
450.5	-179.4730177	-48.61545821
451	-153.1122838	-204.4895483
451.5	-126.3890815	-62.05257584
452	-99.3702011	-269.4437131
452.5	-72.12339184	2.186295647
453	-44.71719388	26.86593696
453.5	-17.22076784	69.23515398
454	10.29627878	48.28509607
454.5	37.76406753	-186.0753421
455	65.11262687	89.60386108
455.5	92.27207147	185.4401717
456	119.1727827	214.7534502
456.5	145.7455894	137.8871251
457	171.9219495	243.188892
457.5	197.6341298	209.7298511
458	222.815387	319.6653229
458.5	247.4001452	704.9315571
459	271.3241734	499.4309353
459.5	294.5247594	311.9508833
460	316.9408819	209.7712758
460.5	338.5133784	176.5378748
461	359.1851105	558.9368853
461.5	378.9011236	381.3535173
462	397.6088031	324.3466452
462.5	415.258025	461.0838001
463	431.8013007	391.4204424
463.5	447.1939161	651.9249603
464	461.3940643	564.9215306
464.5	474.3629709	490.529589
465	486.0650126	512.6796773
465.5	496.467828	526.6231055
466	505.54242	571.4116837
466.5	513.2632504	583.1923057
467	519.6083253	471.2993496
467.5	524.5592718	568.6900436
468	528.1014052	669.0434259
468.5	530.2237868	253.8166785
469	530.9192719	419.8911945
469.5	530.1845472	689.9525812
470	528.020159	738.1204906
470.5	524.43053	622.982676
471	519.4239664	279.2295622
471.5	513.0126538	295.6403652
472	505.2126426	413.8030702
472.5	496.0438225	497.7679237
473	485.5298865	445.663381
473.5	473.698284	663.7597695
474	460.5801629	129.6389988
474.5	446.2103011	887.4558823
475	430.6270281	575.7902879
475.5	413.8721351	114.79456
476	395.9907756	562.4836051
476.5	377.0313554	603.4398101
477	357.0454133	278.0273155
477.5	336.0874917	359.0419532
478	314.2149984	194.4786567
478.5	291.4880584	24.02145349
479	267.9693584	569.5812106
479.5	243.723982	225.0019134
480	218.8192374	9.983258311
480.5	193.3244775	281.2827501
481	167.3109132	-114.8476462
481.5	140.8514202	215.4891271
482	114.020339	221.7966333
482.5	86.89327103	234.5246787
483	59.5468678	-42.99747241
483.5	32.05861734	181.6062659
484	4.506625976	274.1926176
484.5	-23.03060289	280.1180725
485	-50.47439257	279.6027724
485.5	-77.7461188	156.5578664
486	-104.7674368	69.54963853
486.5	-131.4605092	-562.0222527
487	-157.7482333	-197.0124445
487.5	-183.5544684	-155.434304
488	-208.8042616	-402.9574444
488.5	-233.4240711	-344.9100717
489	-257.3419874	-210.7245163
489.5	-280.4879506	-127.8437883
490	-302.7939642	-457.3212303
490.5	-324.1943036	-143.4791931
491	-344.6257199	-226.5631001
491.5	-364.0276366	-85.36664288
492	-382.342341	-460.2169066
492.5	-399.515167	-235.2536649
493	-415.4946712	-582.6023413
493.5	-430.2327993	-497.8124185
494	-443.6850442	-620.5142156
494.5	-455.8105946	-364.9446901
495	-466.5724728	-564.8823966
495.5	-475.9376624	-682.3373884
496	-483.8772247	-368.7455263
496.5	-490.3664035	-347.1028782
497	-495.3847178	-312.1212063
497.5	-498.9160428	-739.829454
498	-500.9486772	-579.5855171
498.5	-501.4753983	-618.5504269
499	-500.4935037	-476.4783621
499.5	-498.0048389	-463.6253598
500	-494.015812	-432.4623038
500.5	-488.5373942	-561.4444787
501	-481.5851058	-461.4166081
501.5	-473.1789895	-777.4000374
502	-463.343568	-274.44534
502.5	-452.1077888	-225.1170732
503	-439.5049546	-322.9806037
503.5	-425.5726395	-49.25873629
504	-410.3525919	-515.1311674
504.5	-393.8906237	-216.204695
505	-376.2364864	-636.1829458
505.5	-357.4437337	-437.6696455
506	-337.5695718	-252.9103837
506.5	-316.6746974	-459.0703194
507	-294.8231238	-292.5576513
507.5	-272.081995	-226.9128961
508	-248.52139	-179.5594092
508.5	-224.2141152	-669.575418
509	-199.2354884	-211.7123065
509.5	-173.6631126	39.03223537
510	-147.5766416	-220.0804096
510.5	-121.0575377	-272.5342971
511	-94.18882184	36.24627991
511.5	-67.05481819	-68.31729495
512	-39.74089188	-210.3642007
512.5	-12.33318277	45.11984325
513	15.0816653	356.0701798
513.5	42.41677831	-267.9117896
514	69.5853283	32.73963869
514.5	96.50081105	343.1816849
515	123.0773244	-211.6636566
515.5	149.2298463	91.57506008
516	174.8745116	185.9754984
516.5	199.9288866	474.8133722
517	224.3122411	559.4345665
517.5	247.9458157	186.4956562
518	270.7530853	60.94392661
518.5	292.6600155	23.45956069
519	313.595314	471.5368472
519.5	333.4906731	747.6850474
520	352.2810046	277.9306722
520.5	369.9046655	728.0072976
521	386.3036733	339.604082
521.5	401.4239107	712.86874
522	415.215319	297.6978795
522.5	427.6320791	408.1596966
523	438.632779	787.72304
523.5	448.1805686	366.828999
524	456.2432993	378.6214073
524.5	462.7936497	596.0741101
525	467.809235	262.3796707
525.5	471.2727017	529.7710328
526	473.1718047	-52.58715224
526.5	473.4994688	617.0579901
527	472.2538328	623.3107074
527.5	469.4382764	670.4357544
528	465.0614296	458.2970554
528.5	459.1371643	698.0298277
529	451.6845688	101.7358223
529.5	442.7279037	539.7471338
530	432.2965403	189.7190272
530.5	420.4248818	-131.1272171
531	407.1522662	277.23303
531.5	392.5228526	487.5985288
532	376.5854895	266.0897413
532.5	359.3935675	176.6352106
533	341.0048546	315.1621895
533.5	321.4813163	128.1802553
534	300.8889197	-54.96381725
534.5	279.2974232	23.02037249
535	256.780152	521.1830161
535.5	233.4137595	387.3861335
536	209.2779764	-119.0221346
536.5	184.4553477	-221.6810552
537	159.0309582	196.9363304
537.5	133.092148	160.4661677
538	106.7282183	124.263526
538.5	80.03012901	125.2931867
539	53.09018862	238.3970171
539.5	26.00173794	68.63636752
540	-1.141171665	-586.8874682
540.5	-28.24410433	-49.55270839
541	-55.21256873	370.7334279
541.5	-81.95234924	-570.2124655
542	-108.3698379	-92.54643541
542.5	-134.3723658	27.49167806
543	-159.8685336	6.883908883
543.5	-184.7685385	-105.4926931
544	-208.9844976	77.87909562
544.5	-232.4307668	152.8122473
545	-255.0242525	57.52201345
545.5	-276.6847165	-741.5242896
546	-297.335072	-388.1326262
546.5	-316.9016702	-630.3517585
547	-335.3145758	-418.9032266
547.5	-352.507831	-667.6869483
548	-368.4197064	-397.7400506
548.5	-382.9929375	-450.9167706
549	-396.1749477	242.6026351
549.5	-407.9180541	-386.965134
550	-418.1796573	-567.3138892
550.5	-426.9224139	-1055.107286
551	-434.1143907	-220.1221726
551.5	-439.7291998	-222.6550086
552	-443.7461146	-638.5169281
552.5	-446.1501652	-493.3550872
553	-446.9322141	-161.879145
553.5	-446.0890099	-462.1448468
554	-443.6232204	-697.6680106
554.5	-439.5434441	-639.371891
555	-433.8641997	-722.5847871
555.5	-426.6058937	-562.2656503
556	-417.7947662	-484.4571522
556.5	-407.4628147	-800.9130721
557	-395.6476969	-323.7680108
557.5	-382.3926106	-580.9730156
558	-367.7461537	-666.6913299
558.5	-351.7621628	-288.6030208
559	-334.4995316	-807.9540298
559.5	-316.0220089	-276.326782
560	-296.3979787	-702.1679246
560.5	-275.7002203	-449.4189554
561	-254.0056518	-258.9933617
561.5	-231.3950561	-115.5412413
562	-207.9527914	259.8234885
562.5	-183.7664862	-294.2316854
563	-158.9267212	-202.4419707
563.5	-133.5266974	-432.2810364
564	-107.6618935	41.47227837
564.5	-81.42971261	-93.38872118
565	-54.92911939	-161.7259626
565.5	-28.2602703	-64.59031327
566	-1.524136763	-144.4381916
566.5	25.17787641	-54.09164263
567	51.74431619	-87.59134971
567.5	78.07406865	35.71444276
568	104.0667469	-120.4424277
568.5	129.623078	573.4819272
569	154.6452879	-2.212776007
569.5	179.0374822	289.3273726
570	202.7060216	251.4720615
570.5	225.5598902	494.9816442
571	247.5110563	202.2646706
571.5	268.4748224	323.4317843
572	288.3701647	586.6604467
572.5	307.1200595	-123.0647215
573	324.6517957	506.6401862
573.5	340.8972723	36.15416052
574	355.793279	217.8857048
574.5	369.281759	677.08951
575	381.310053	950.8401559
575.5	391.8311232	76.03541199
576	400.8037562	445.5687
576.5	408.1927435	834.1603351
577	413.9690402	861.2126912
577.5	418.1098989	740.0415582
578	420.5989802	783.3361341
578.5	421.4264376	292.0878661
579	420.5889777	666.2227077
579.5	418.0898941	206.2801435
580	413.9390752	305.3273614
580.5	408.1529863	647.7684049
581	400.7546242	316.7892259
581.5	391.7734468	951.9983572
582	381.2452754	56.15242532
582.5	369.2121711	778.3233752
583	355.7222863	386.6294278
583.5	340.8296897	512.5152318
584	324.5941677	426.1769571
584.5	307.0810012	620.7930083
585	288.3607191	285.633544
585.5	268.5088295	78.0862415
586	247.6055295	684.6598177
586.5	225.7353941	133.4639888
587	202.9870466	88.3762816
587.5	179.4528101	86.5926003
588	155.2283428	158.4308992
588.5	130.4122579	-316.4457843
589	105.1057293	8.844494146
589.5	79.41208539	75.11844082
590	53.4363916	189.3895244
590.5	27.28502448	-258.6264087
591	1.065237933	-245.2369197
591.5	-25.11527601	-189.0080322
592	-51.14883022	-28.64490307
592.5	-76.92818754	-398.8709034
593	-102.347006	-43.80719278
593.5	-127.3002824	-563.3888254
594	-151.6847921	-608.9456642
594.5	-175.399524	174.7134903
595	-198.3461073	37.45446475
595.5	-220.4292301	2.200619098
596	-241.5570464	300.5015953
596.5	-261.6415708	-114.8863146
597	-280.5990584	-412.1864642
597.5	-298.3503691	-127.3327595
598	-314.8213133	-611.6213552
598.5	-329.9429791	-600.1413698
599	-343.6520381	-301.8495136
599.5	-355.8910294	-134.9957494
600	-366.6086192	59.66145471
600.5	-375.7598361	-829.8137151
601	-383.3062806	-859.2982857
601.5	-389.2163071	-535.057437
602	-393.4651776	-21.98633795
602.5	-396.0351874	-526.5888745
603	-396.9157608	-482.6522788
603.5	-396.1035161	162.8828923
604	-393.6023014	143.9498195
604.5	-389.423198	-419.9249642
605	-383.5844933	-431.5115443
605.5	-376.1116232	-521.8706538
606	-367.0370818	-393.89394
606.5	-356.4003015	-198.3423271
607	-344.2475023	-378.2634197
607.5	-330.6315103	-624.2468271
608	-315.6115474	-312.6574197
608.5	-299.2529924	-903.5524734
609	-281.6271131	-122.0898216
609.5	-262.8107733	319.0749347
610	-242.8861122	-322.7148715
610.5	-221.9402012	-133.8680238
611	-200.0646758	-3.944487755
611.5	-177.3553473	-342.2838901
612	-153.9117938	-954.163689
612.5	-129.8369329	-513.2008665
613	-105.2365783	-53.56974161
613.5	-80.21898115	293.7746154
614	-54.89435896	-43.26760886
614.5	-29.37441393	-475.9001885
615	-3.771842509	69.88263706
615.5	21.8001615	-203.2746599
616	47.22840811	-50.8628848
616.5	72.40021435	-188.2085135
617	97.20390738	193.5359304
617.5	121.5293251	730.3342047
618	145.2683122	-607.096729
618.5	168.315209	173.6362758
619	190.5673315	282.6542202
619.5	211.9254395	650.4724309
620	232.2941919	316.9699202
620.5	251.5825854	345.6661729
621	269.7043759	-15.50592198
621.5	286.5784803	750.5612763
622	302.129356	965.9518909
622.5	316.287357	-439.3933422
623	328.9890652	-469.928492
623.5	340.1775936	-32.00230305
624	349.8028623	862.9858758
624.5	357.8218433	824.5424765
625	364.1987748	779.6601522
625.5	368.9053429	231.9607283
626	371.9208299	276.5755114
626.5	373.2322285	853.5922967
627	372.8343203	206.3619195
627.5	370.7297198	310.4678544
628	366.9288818	502.4718312
628.5	361.4500725	433.7250024
629	354.3193048	564.3584135
629.5	345.5702373	-3.695142912
630	335.2440374	577.3555532
630.5	323.389209	200.4430571
631	310.0613851	17.89837374
631.5	295.3230873	-255.3600489
632	279.2434509	785.3825265
632.5	261.8979193	-56.92025644
633	243.3679066	-78.34644853
633.5	223.7404317	-349.8920039
634	203.1077247	459.5177411
634.5	181.5668061	420.6262034
635	159.2190438	93.29037667
635.5	136.1696861	83.6054164
636	112.5273754	-240.3976173
636.5	88.40364426	0.704218205
637	63.91239515	-213.5856337
637.5	39.16936752	232.6882852
638	14.29159383	518.6287452
638.5	-10.60315249	28.75832474
639	-35.39691474	8.889615237
639.5	-59.97211367	-335.2571987
640	-84.21210845	103.963405
640.5	-108.0017553	35.86574203
641	-131.2279612	41.62811583
641.5	-153.7802294	-809.5887699
642	-175.551195	16.96758472
642.5	-196.4371473	222.0486015
643	-216.3385362	287.2156352
643.5	-235.1604612	-268.0802667
644	-252.8131385	-102.3869276
644.5	-269.2123465	2.445325896
645	-284.2798447	-621.9222201
645.5	-297.9437664	85.92583611
646	-310.1389806	-1065.450069
646.5	-320.8074235	-1340.301061
647	-329.898396	-849.9029923
647.5	-337.3688273	-709.6267566
648	-343.1835009	299.6569305
648.5	-347.3152442	72.3587437
649	-349.7450787	191.6676026
649.5	-350.4623309	-467.4492531
650	-349.4647023	-380.4597598
650.5	-346.758299	-283.0912139
651	-342.3576196	155.0822567
651.5	-336.2855022	-280.2073394
652	-328.573029	-571.5349487
652.5	-319.2593908	-357.8822116
653	-308.3917104	-878.6350253
653.5	-296.0248255	-946.3159879
654	-282.221034	-55.03506138
654.5	-267.0497994	280.9226134
655	-250.5874207	-14.18973678
655.5	-232.9166666	-596.5895792
656	-214.1263765	-197.5846197
656.5	-194.3110289	-769.9207534
657	-173.5702807	612.2224852
657.5	-152.0084791	-349.1685736
658	-129.7341472	268.9472266
658.5	-106.8594483	993.5102264
659	-83.49962828	-736.9856298
659.5	-59.7724423	-282.5380197
660	-35.79756536	-80.63495822
660.5	-11.69599201	228.9478681
661	12.41057305	423.7630255
661.5	36.40032989	-431.8278004
662	60.15200094	-769.2361531
662.5	83.54544795	831.2291073
663	106.4622853	23.63076607
663.5	128.7864862	-193.9976464
664	150.4049795	-488.2526164
664.5	171.2082322	68.0151179
665	191.0908174	502.0388585
665.5	209.9519614	507.3434559
666	227.6960698	-32.8218353
666.5	244.2332284	278.0378789
667	259.4796765	109.9251566
667.5	273.3582497	413.9686655
668	285.7987904	306.3778169
668.5	296.7385237	-2.465375808
669	306.1223953	-410.9786422
669.5	313.9033713	563.6002305
670	320.042697	371.4334203
670.5	324.5101136	19.15581585
671	327.2840308	-195.1324106
671.5	328.3516556	688.2632994
672	327.7090747	362.2090708
672.5	325.3612912	352.4410449
673	321.3222146	544.001211
673.5	315.6146039	418.317472
674	308.2699642	714.2969082
674.5	299.3283968	118.8318982
675	288.8384037	196.1581139
675.5	276.8566468	583.1366965
676	263.4476639	422.1130971
676.5	248.6835414	613.5662395
677	232.6435465	722.7726274
677.5	215.4137199	1153.382727
678	197.0864312	44.03419433
678.5	177.7598997	874.9869263
679	157.5376818	-387.5385628
679.5	136.5281292	-59.09385044
680	114.8438192	-275.4276335
680.5	92.60096082	596.8604616
681	69.91877969	-277.8675012
681.5	46.91888497	-219.9834035
682	23.7246214	-379.7485025
682.5	0.46041009	-452.0029759
683	-22.74891845	418.9820139
683.5	-45.77879551	1093.387284
684	-68.50558599	-531.5377389
684.5	-90.80725716	-1005.582268
685	-112.5640408	-183.6522415
685.5	-133.6590847	34.48404069
686	-153.9790912	-788.7475824
686.5	-173.4149369	221.0991596
687	-191.8622724	-61.25462756
687.5	-209.2220981	-336.0943359
688	-225.4013112	-1262.675532
688.5	-240.3132234	-183.9436081
689	-253.8780442	-1100.151159
689.5	-266.0233278	-1257.158716
690	-276.6843819	-439.5208632
690.5	-285.8046337	-713.6208529
691	-293.335953	-494.7466887
691.5	-299.2389302	-253.0337455
692	-303.4831057	-1296.333878
692.5	-306.0471518	556.8547822
693	-306.9190036	102.5704842
693.5	-306.0959397	863.4314628
694	-303.5846106	538.1181042
694.5	-299.4010158	-822.2993262
695	-293.5704282	-194.9136931
695.5	-286.1272672	-300.5910805
696	-277.1149199	-381.8399502
696.5	-266.5855124	-1185.840633
697	-254.5996306	-686.6762039
697.5	-241.225994	-255.0047516
698	-226.5410818	19.24752107
698.5	-210.6287158	-143.5069122
699	-193.5795994	262.7856028
699.5	-175.490818	31.34101815
700	-156.4653006	-390.99271
700.5	-136.6112485	-360.1374806
701	-116.0415314	-29.2767106
701.5	-94.87305619	-523.229209
702	-73.22611095	-183.3917895
702.5	-51.22368796	-194.1328058
703	-28.99078962	740.0194226
703.5	-6.653721121	154.80086
704	15.66062624	-144.5489948
704.5	37.8254969	-465.352227
705	59.71499403	-433.5695613
705.5	81.2047995	-421.71109
706	102.1728866	609.662816
706.5	122.5002216	-68.10949703
707	142.0714497	166.2130604
707.5	160.7755618	-621.5020785
708	178.5065381	994.9312265
708.5	195.1639638	-43.87966669
709	210.6536152	40.9097211
709.5	224.8880102	-636.7072966
710	237.7869224	-623.9400462
710.5	249.2778532	469.9526754
711	259.2964615	777.2851485
711.5	267.7869459	466.8947073
712	274.7023789	333.1795847
712.5	280.00499	84.61803927
713	283.666396	481.6408914
713.5	285.6677771	268.3186797
714	285.9999974	511.0820484
714.5	284.6636691	-172.8309387
715	281.6691598	513.1685365
715.5	277.036542	101.9200851
716	270.7954858	473.2487608
716.5	262.9850952	244.4464375
717	253.6536874	380.6849409
717.5	242.8585183	493.364223
718	230.6654536	335.3372348
718.5	217.1485887	376.4927663
719	202.3898188	-165.6954717
719.5	186.4783617	59.06189449
720	169.510236	300.3685301
720.5	151.5876974	-460.8434211
721	132.8186372	135.9782112
721.5	113.3159448	-143.9741741
722	93.19684008	-374.8321874
722.5	72.58217728	536.707138
723	51.5957262	-463.3766185
723.5	30.36343411	46.02367365
724	9.012672918	816.7604628
724.5	-12.32852387	-75.46143829
725	-33.53222987	-679.1033023
725.5	-54.47139564	49.64751141
726	-75.02061479	733.9443423
726.5	-95.05688196	383.017846
727	-114.4603379	39.78526687
727.5	-133.1149968	-1063.263783
728	-150.9094526	90.73400866
728.5	-167.7375574	-3.371824151
729	-183.4990714	-1232.07632
729.5	-198.1002763	-540.6024927
730	-211.4545512	-113.3271983
730.5	-223.4829068	450.7710533
731	-234.114473	82.5148266
731.5	-243.2869384	342.793276
732	-250.9469385	-362.8881333
732.5	-257.050389	-754.8975288
733	-261.5627639	-465.4025493
733.5	-264.4593141	1059.693457
734	-265.7252273	-377.0602478
734.5	-265.3557263	6.622739696
735	-263.3561056	576.3468343
735.5	-259.7417058	631.0605904
736	-254.5378264	123.7107939
736.5	-247.7795753	-471.6933271
737	-239.5116587	-781.4932626
737.5	-229.7881095	-204.350736
738	-218.6719582	-580.6699915
738.5	-206.2348468	-1387.049561
739	-192.5565874	-393.1851451
739.5	-177.7246707	-995.2581812
740	-161.8337234	7.35750977
740.5	-144.9849219	989.6895956
741	-127.2853619	-325.6307023
741.5	-108.8473916	-417.5651253
742	-89.78790889	80.83103087
742.5	-70.22762973	83.4701837
743	-50.29033072	-963.4186079
743.5	-30.102071	65.95250178
744	-9.790398261	265.6246767
744.5	10.51645595	441.3398352
745	30.69038682	-941.5321467
745.5	50.60422747	494.1083798
746	70.13255562	-629.1069395
746.5	89.1524906	-577.6196711
747	107.5444755	1264.9457
747.5	125.1930398	-421.8306691
748	141.9875367	441.9755747
748.5	157.8228511	-303.1377778
749	172.6000741	-981.0985566
749.5	186.2271375	-304.5509413
750	198.6194066	-32.17036835
750.5	209.700226	769.9260054
751	219.4014147	25.69803524
751.5	227.6637075	-208.5183725
752	234.4371401	93.72328732
752.5	239.6813741	-110.5084369
753	243.365961	189.8346936
753.5	245.470542	-268.0646585
754	245.9849832	749.7708687
754.5	244.9094444	636.3145365
755	242.2543812	205.0717898
755.5	238.0404806	555.4932653
756	232.2985287	-246.8387642
756.5	225.0692139	233.1269979
757	216.4028638	154.3184663
757.5	206.3591195	145.6782466
758	195.0065483	-809.9373127
758.5	182.422197	32.15034999
759	168.6910895	890.7229525
759.5	153.9056706	337.3667064
760	138.1652006	766.2297117
760.5	121.5751042	-262.0427756
761	104.2462778	-588.5114931
761.5	86.29435893	365.5988789
762	67.8389648	-256.1509791
762.5	49.00290204	407.5763777
763	29.911355	-776.995086
763.5	10.69105697	854.4100073
764	-8.5305501	569.2114431
764.5	-27.6261616	-994.9863911
765	-46.46945654	455.2110878
765.5	-64.93593838	344.8221692
766	-82.90376477	219.0449469
766.5	-100.2545606	-653.0320253
767	-116.8742091	273.7805679
767.5	-132.6536149	-454.0387967
768	-147.4894349	-788.5649742
768.5	-161.2847714	168.4999324
769	-173.9498222	1420.943561
769.5	-185.4024842	261.6081505
770	-195.5689061	-88.51291695
770.5	-204.3839848	200.4043436
771	-211.7918051	144.3998095
771.5	-217.746016	-506.0611613
772	-222.2101439	-316.1572158
772.5	-225.1578386	59.25584898
773	-226.5730507	-1647.509461
773.5	-226.4501397	-1885.420866
774	-224.7939105	103.5743478
774.5	-221.61958	787.1873539
775	-216.9526711	-702.0159927
775.5	-210.8288376	2028.526764
776	-203.2936186	472.5250106
776.5	-194.4021251	-941.4008281
777	-184.2186612	195.7974815
777.5	-172.8162812	-680.5658083
778	-160.2762864	-586.5598504
778.5	-146.6876642	-281.264889
779	-132.1464744	750.6729264
779.5	-116.7551857	-196.698484
780	-100.6219669	-172.1081579
780.5	-83.85993894	-980.7482323
781	-66.58639098	-379.9200602
781.5	-48.92196761	-164.2372973
782	-30.98983164	631.5885454
782.5	-12.91480869	-119.4931322
783	5.177480407	1378.688017
783.5	23.16149364	539.2128719
784	40.91264195	-48.52024617
784.5	58.30815744	-680.1604667
785	75.22794962	184.9072955
785.5	91.55544354	1148.391632
786	107.178394	350.1032877
786.5	121.9896698	-830.3348046
787	135.8880032	1715.243546
787.5	148.778698	573.9900682
788	160.5742921	-1482.787025
788.5	171.19517	-570.812187
789	180.5701196	459.7347617
789.5	188.6368305	-1533.170614
790	195.3423293	276.9706468
790.5	200.6433492	884.2574063
791	204.5066312	-865.8838334
791.5	206.9091539	-668.5975719
792	207.838291	-1587.989313
792.5	207.2918946	-584.090683
793	205.2783045	1358.340146
793.5	201.8162816	610.1879928
794	196.9348678	1137.129475
794.5	190.6731716	53.26916539
795	183.080082	54.68245213
795.5	174.2139113	403.8878293
796	164.1419711	-664.4629493
796.5	152.9400827	-819.3433156
797	140.692026	-1136.584828
797.5	127.4889313	1363.910952
798	113.4286171	1339.317799
798.5	98.61488003	-474.584965
799	83.15674071	1911.122128
799.5	67.1676516	147.7845256
800	50.76467255	112.1257447
800.5	34.06761978	52.70179128
801	17.19819446	-1237.46608
801.5	0.279097372	-86.62239735
802	-16.56686407	245.1187477
802.5	-33.21766982	682.1320617
803	-49.55297574	716.868544
803.5	-65.45499015	-719.6645085
804	-80.8093319	-1261.475422
804.5	-95.50586369	-77.94815575
805	-109.4394945	-701.8295245
805.5	-122.510945	-1056.041941
806	-134.6274705	575.7834244
806.5	-145.7035361	-1731.24669
807	-155.6614381	-1026.17102
807.5	-164.4318689	24.85293061
808	-171.9544187	436.7538704
808.5	-178.1780122	-650.7946162
809	-183.0612763	298.4961575
809.5	-186.5728353	-74.21669803
810	-188.691532	334.7028848
810.5	-189.4065739	-476.7747582
811	-188.7176006	-906.7620019
811.5	-186.6346749	-573.0167024
812	-183.1781952	-97.10632388
812.5	-178.3787315	-571.5287795
813	-172.2767849	-531.5694126
813.5	-164.9224724	-1479.872399
814	-156.3751406	-946.083928
814.5	-146.7029096	495.9379007
815	-135.9821506	-619.5401863
815.5	-124.2969028	1948.373133
816	-111.738231	1756.962629
816.5	-98.4035316	831.189104
817	-84.39579049	242.9770351
817.5	-69.82279856	864.3298813
818	-54.79633137	625.3760684
818.5	-39.43129866	-346.4064244
819	-23.84487031	621.5350263
819.5	-8.155585319	-994.7442315
820	7.517549367	-478.3124848
820.5	23.05596335	-272.808464
821	38.34242367	-1240.69351
821.5	53.26192527	44.12054774
822	67.70256406	682.869944
822.5	81.55638605	703.6862263
823	94.72020592	-71.35129047
823.5	107.0963887	1249.738381
824	118.5935886	1982.440478
824.5	129.1274391	724.122901
825	138.6211894	-515.759564
825.5	147.0062814	654.5045999
826	154.2228636	1016.341722
826.5	160.2202377	-341.6450807
827	164.9572338	-369.2261857
827.5	168.4025123	-663.4323937
828	170.5347885	-3.721346351
828.5	171.3429803	641.4596827
829	170.8262759	612.9051184
829.5	168.9941216	1056.007917
830	165.8661302	-754.9773744
830.5	161.4719098	806.1548456
831	155.8508151	-1798.836374
831.5	149.0516228	-1237.372424
832	141.132133	1418.218982
832.5	132.1587009	1178.644907
833	122.2057017	-822.4324874
833.5	111.3549326	868.1462634
834	99.69495719	1268.487569
834.5	87.32039755	-367.6929512
835	74.33117852	499.4086116
835.5	60.83173131	-682.1682221
836	46.93016204	551.0267908
836.5	32.73739204	1164.723807
837	18.3662766	168.859671
837.5	3.930709293	221.2435552
838	-10.45528117	1324.6863
838.5	-24.67843426	-610.3530428
839	-38.62715391	133.2064273
839.5	-52.19239075	139.2357183
840	-65.26850309	700.6174362
840.5	-77.75408984	-482.2289093
841	-89.55278869	-231.7660082
841.5	-100.5740332	-394.220885
842	-110.7337624	1266.328141
842.5	-119.9550782	548.6766192
843	-128.1688435	457.5738019
843.5	-135.3142182	178.2688048
844	-141.3391274	25.42794947
844.5	-146.2006588	-998.1673734
845	-149.8653853	455.3942169
845.5	-152.3096111	-1084.127129
846	-153.5195389	638.8725279
846.5	-153.4913564	-1722.895661
847	-152.2312421	676.0641145
847.5	-149.7552906	-1597.009115
848	-146.0893566	-296.3510141
848.5	-141.2688205	1310.994324
849	-135.3382765	-172.2285274
849.5	-128.3511469	1538.181682
850	-120.3692233	-439.1477469
850.5	-111.4621425	-220.7311197
851	-101.7067968	1338.684423
851.5	-91.18668748	-490.2182695
852	-79.99122446	-927.7670607
852.5	-68.21497867	-1147.402626
853	-55.95689334	1015.516823
853.5	-43.31946066	118.6056751
854	-30.4078705	88.5997946
854.5	-17.32913845	339.3431715
855	-4.191220189	-384.9661387
855.5	8.897880287	790.1581897
856	21.83100135	-648.7322736
856.5	34.50270585	-1905.075535
857	46.81014728	187.9703775
857.5	58.65391297	1593.72047
858	69.93883715	1235.135527
858.5	80.57477714	-2383.267215
859	90.47734632	-1545.9495
859.5	99.56859765	341.1503827
860	107.7776521	1293.618058
860.5	115.0412671	40.26760942
861	121.3043392	-135.4277375
861.5	126.5203387	613.1823101
862	130.6516705	1051.097535
862.5	133.6699596	-161.564008
863	135.5562588	121.9827744
863.5	136.3011763	23.25961453
864	135.9049225	728.1696424
864.5	134.3772758	828.8017079
865	131.7374684	-533.5720914
865.5	128.013991	1264.032391
866	123.244321	1544.995237
866.5	117.4745747	601.9928881
867	110.7590867	-1920.602961
867.5	103.159921	-943.6925809
868	94.74631749	-571.4249862
868.5	85.5940784	-197.5442196
869	75.78490076	-392.0219458
869.5	65.40565995	244.0246654
870	54.5476509	-973.6499262
870.5	43.30579345	232.1681313
871	31.7778087	-187.010824
871.5	20.0633735	-2175.90402
872	8.263260396	-87.55483569
872.5	-3.521529627	60.45298752
873	-15.19063392	454.0155399
873.5	-26.64518719	-314.6220157
874	-37.7886652	-659.1233284
874.5	-48.52770595	1467.428741
875	-58.77290118	-596.6834477
875.5	-68.4395515	-593.4661312
876	-77.44837853	367.8595489
876.5	-85.72618789	-269.9040172
877	-93.20647761	1006.77544
877.5	-99.82998637	-985.2658218
878	-105.5451772	-358.5908676
878.5	-110.3086526	33.02962263
879	-114.0854967	-194.8950163
879.5	-116.8495434	-2208.148146
880	-118.5835663	-1319.387891
880.5	-119.27939	274.9889458
881	-118.9379219	875.0979508
881.5	-117.569104	-558.6616968
882	-115.1917858	-2887.436847
882.5	-111.8335191	-395.1024134
883	-107.5302765	-1608.106686
883.5	-102.3260974	-1785.032499
884	-96.27266338	1730.202477
884.5	-89.42880798	653.4450463
885	-81.85996437	-870.0970928
885.5	-73.63755705	586.6914322
886	-64.83834228	1306.270092
886.5	-55.54370365	1604.219208
887	-45.83890905	1373.160755
887.5	-35.81233575	1307.310439
